store_no,store_nm,addr,category,telephone,address,roadAddress,mapx,mapy,description,link
56,구주,서울특별시 중구 을지로6가,중식>중식당,,충청남도 아산시 좌부동 26,충청남도 아산시 순천향로 977,313522,462747,,
103,110커피(110 COFFEE),경기도 남양주시 별내동,,,,,,,,
145,(주)정오아카데미 상명대점,서울특별시 종로구 홍지동,일식>돈가스,,충청북도 충주시 연수동 1277,충청북도 충주시 연수서3길 12,393546,487059,,http://mitorang1346.modoo.at/
167,(주)지오스이엔씨,인천광역시 연수구 송도동,"음식점>치킨,닭강정",,인천광역시 미추홀구 주안동 150-4,"인천광역시 미추홀구 주안로104번길 37 1층 102호(주안동, 세원빌딩)",283535,540832,,
174,타임코스메틱,부산광역시 남구 대연동,,,,,,,,
414,티케이(TK)바이크샵,부산광역시 남구 용당동,"음식점>치킨,닭강정",,경상북도 안동시 용상동 1567-5,경상북도 안동시 전거리4길 48,466817,439909,,http://www.gcova.co.kr/
418,(주) 벤포트,서울특별시 강동구 명일동,"한식>육류,고기요리",,충청남도 서산시 석림동 791-12 서안타워 1층,충청남도 서산시 석림1로 74 서안타워 1층,262937,464330,,http://kukjegalbi.com/
483,스터디카페구겐하임 율하점,대구광역시 동구,,,,,,,,
620,왕언니 피자치킨,경기도 이천시 백사면 현방리,,,,,,,,
650,디엠이벤트,광주광역시 서구 풍암동,,,,,,,,
673,지니파이,경기도 수원시 팔달구 인계동,,,,,,,,
836,한화이앤지,전라북도 완주군 이서면 갈산리,,,,,,,,
903,에릭웨이브(ERIC WAVE),부산광역시 수영구 광안동,,,,,,,,
1021,사뿐사뿐 발관리,광주광역시 북구 오치동,,,,,,,,
1128,짜이티앙타이식당,경기도 성남시 중원구 성남동,,,,,,,,
1152,웅숭찬,광주광역시 광산구 신가동,학원>미술학원,,경기도 남양주시 호평동 371,경기도 남양주시 천마산로 65-1 라인아파트 상가동 2층 ,333821,563147,,http://instagram.com/https://instagram.com/zaktan_art?igshid=165hdyhvha5xx
1183,아이쁘네#,경기도 동두천시 보산동,,,,,,,,
1267,개인택시 36바7144,부산광역시 해운대구 반송동,"음식점>카페,디저트",,경상남도 김해시 부원동 860-4 1층,경상남도 김해시 김해대로2325번길 44 1층,480347,292725,,http://instagram.com/cafe_plumber
1337,충만치킨 신당점,서울특별시 중구 신당동,,,,,,,,
1384,DESIGNGRAB,서울특별시 영등포구 문래동3가,,,,,,,,
1425,권실장참마찹쌀꽈배기호계점,울산광역시 북구 호계동,,,,,,,,
1525,아이스크림and 과자,경기도 고양시 일산동구 식사동,,,,,,,,
1571,쿠키달,충청남도 아산시 온천동,"생활,편의>꽃집,꽃배달",,충청남도 당진시 대덕동 1828,충청남도 당진시 대덕1로 125-18,279492,476804,,http://blog.naver.com/kangyh629
1593,금동봉자순대국밥,광주광역시 동구 금동,,,,,,,,
1678,힐스템봉명지점,충청북도 청주시 흥덕구 봉명동,음식점>이탈리아음식,,서울특별시 강남구 신사동 644,서울특별시 강남구 언주로170길 16 1층,314904,547613,,http://instagram.com/ristorante_bottarga
1799,제이커피(J COFFEE),경상북도 경주시 안강읍 안강리,,,,,,,,
1938,가야냉난방수도설비,전라남도 순천시 해룡면 상삼리,"서비스,산업>물류,유통",,경기도 포천시 군내면 용정리 482,경기도 포천시 군내면 용정경제로2길 39 3층,330279,586957,,
2091,말랑공방,인천광역시 서구 청라동,,,,,,,,
2173,주식회사 밀본,인천광역시 중구 운서동,청소>에어컨청소,,경기도 의정부시 금오동 253-1,경기도 의정부시 하금로 44,317450,572869,,
2189,어화돈. 꽃피는바다,경기도 수원시 권선구 권선동,,,,,,,,
2264,빌라 드 코스테스,서울특별시 성북구 하월곡동,,,,,,,,
2360,히앤,서울특별시 강남구 도곡동,,,,,,,,
2380,세븐일레븐 서초아이파크점,서울특별시 서초구,"쇼핑,유통>건강기능보조식품",,경기도 파주시 금촌동 797-1,경기도 파주시 중앙로 203 102호,292787,573217,,http://한국홍삼공사.com
2530,GS25 작전광원점,인천광역시 계양구 작전동,술집>이자카야,,인천광역시 중구 운서동 3098-5 더 타임 120호,인천광역시 중구 영종대로196번길 25 더 타임 120호,267467,544161,,http://www.instagram.com/haki_haki__
2582,드림씨티 컨설팅,충청북도 보은군 보은읍 교사리,,,,,,,,
2739,올탑스터디카페 신탄진점,대전광역시 대덕구 석봉동,음식점>한식,,전라북도 순창군 복흥면 서마리 720-5,전라북도 순창군 복흥면 추령로 1792-2,302864,320446,,
2779,동민설비,경기도 포천시 영중면 양문리,,,,,,,,
2787,25센치꼬치앤오뎅바,경상남도 김해시 전하동,부동산>중개업,,부산광역시 해운대구 반여동 1088,부산광역시 해운대구 삼어로 131,502101,290543,,
2989,이지피지러닝,제주특별자치도 제주시 애월읍 하귀1리,"생활,편의>자동차정비,수리",,경기도 성남시 중원구 상대원1동 1365,경기도 성남시 중원구 박석로25번길 2,326376,537349,,
3200,주스톡스,경기도 수원시 영통구 영통동,,,,,,,,
3407,아모스 용인점,경기도 용인시 기흥구 구갈동,양식>샌드위치,,서울특별시 마포구 서교동 486 서교푸르지오상가 102호,서울특별시 마포구 홍익로 10 서교푸르지오,305098,550727,,
3447,마송스크린매점,경기도 김포시 통진읍 서암리,"쇼핑,유통>전통식품",,강원도 속초시 노학동,,447672,620271,,https://sandlein.modoo.at
3636,육평가배청라,인천광역시 서구 청라동,,,,,,,,
3700,송골농원,경기도 포천시 가산면 마전리,"음식점>카페,디저트",,대구광역시 동구 신서동 549-15,대구광역시 동구 동호로9길 47,466204,363539,,
3719,비즈(Bizz),대구광역시 중구 대신동,음식점>양식>피자,,충청남도 계룡시 금암동 162-3,충청남도 계룡시 장안로 43,332958,408366,,http://www.youngmanpizza.co.kr
3729,힐링굿카페,서울특별시 강북구 미아동,,,,,,,,
3841,쿠이씽,강원도 강릉시 교동,"쇼핑,유통>건강기능보조식품",,전라북도 익산시 인화동2가 14-3,전라북도 익산시 인북로8길 29,305762,370662,,
4227,괜찮은카페,경기도 광주시 송정동,양식>피자,,부산광역시 부산진구 개금동 523-33,부산광역시 부산진구 복지로 17,493167,284108,,http://handmadepizza.co.kr
4255,바투링크,서울특별시 광진구 자양동,,,,,,,,
4268,천일택배오정동영업소,대전광역시 대덕구 오정동,,,,,,,,
4331,반도건설,경기도 부천시 춘의동,"쇼핑,유통>남성정장",,서울특별시 마포구 서교동 401-19,서울특별시 마포구 독막로9길 11,304730,550189,,https://blog.naver.com/fottonhp
4454,주식회사 와이지인더스트리,경기도 용인시 기흥구 상하동,,,,,,,,
4561,갤럭시아_구인증_3,서울특별시 강남구 수서동,,,,,,,,
4572,지에스25 원미대화(상품권),경기도 부천시 원미동,,,,,,,,
4609,주식회사 나누고,서울특별시 영등포구 영등포동2가,,,,,,,,
4630,주식회사 아울 하이텍,경기도 의정부시 의정부동,,,,,,,,
4681,피셀르(ficelle),강원도 강릉시 회산동,,,,,,,,
4683,수목채,전라남도 순천시 인제동,"무예,격투기",,경기도 용인시 기흥구 영덕동 975-7,경기도 용인시 기흥구 흥덕중앙로 59,318053,519807,,
4740,봄소와전주점,전라북도 김제시 용지면 부교리,,,,,,,,
4745,주식회사 포레스타 도산점,서울특별시 강남구 신사동,,,,,,,,
4895,메가엠지씨커피 중화역점,서울특별시 중랑구 중화동,"음식점>치킨,닭강정",,충청남도 천안시 서북구 직산읍 수헐리 7-26,충청남도 천안시 서북구 직산읍 군수1길 11-1,323364,477357,,http://instagram.com/ jiksan__chiken
5100,푸르지오어린이집,경기도 안성시 가사동,"생활,편의>편의점",,인천광역시 서구 가좌동 178-278,인천광역시 서구 염곡로 39 1층,282055,543767,,http://gs25.gsretail.com/
5298,기탄사고력 반월e편한교실,경기도 화성시 반월동,"카페,디저트>카페",,대구광역시 북구 산격동 500-1,대구광역시 북구 동북로 163,455390,366930,,
5330,씨유(CU) 왜관2번도로점,경상북도 칠곡군 왜관읍 왜관리,,,,,,,,
5551,수정몰,부산광역시 사상구 학장동,반려동물>반려동물분양,,경기도 화성시 영천동 751-1,경기도 화성시 동탄치동천로2길 4-8 102호,322488,511590,,http://blog.naver.com/hilda89
5610,한선생국밥전문점,충청남도 공주시 동현동,"생활,편의>편의점",,경상남도 창원시 성산구 상남동 56-1,경상남도 창원시 성산구 동산로 72 1층 (상남동 56-1),462793,290962,,http://gs25.gsretail.com/
5677,김나윤동양학연구원,강원도 강릉시 옥천동,,,,,,,,
5717,경우투어(비)2_Fiserv,서울특별시 중구 저동2가,,,,,,,,
5879,하미란김치반찬,경기도 용인시 기흥구 상하동,,,,,,,,
5915,바디채널 시청점,제주특별자치도 제주시 이도일동,스포츠시설>헬스장,,경기도 용인시 수지구 동천동 114-3,"경기도 용인시 수지구 고기로 115 2,3층",319650,527586,,https://blog.naver.com/therealfitness
5948,주식회사 에코건설산업,전라북도 익산시 낭산면 용기리,,,,,,,,
6045,미숙이네 옷,강원도 철원군 서면 와수리,"협회,단체>무용,댄스",,경기도 화성시 청계동 514-2,경기도 화성시 동탄대로시범길 253 서진프라자 5층,320544,511533,,https://instargram.com/kelly_young___
6163,펫살롱 헤아림,서울특별시 송파구 방이동,,,,,,,,
6236,변호사 진주현법률사무소,제주특별자치도 제주시 이도이동,분식>김밥,,경상남도 김해시 지내동 315-1,경상남도 김해시 분성로727번길 2,484062,292864,,
6304,디엠지스포츠(DMZ sports),경기도 고양시 일산서구 법곳동,,,,,,,,
6462,강정구의 피자생각 향남점,경기도 화성시 향남읍 하길리,,,,,,,,
6812,오버도즈커피2호점,서울특별시 강서구 등촌동,,,,,,,,
7157,국도도로안전(주),경상남도 창원시 마산합포구 진동면 신기리,,,,,,,,
7163,백운돼지꿈,광주광역시 남구 백운동,"생활,편의>편의점",,강원도 원주시 흥업면 흥업리 552-10,강원도 원주시 흥업면 남원로 32 (흥업리 552-10),393015,521915,,http://gs25.gsretail.com/
7176,청담돈,경기도 부천시 심곡동,"한식>찌개,전골",,인천광역시 연수구 연수동 534 120호,인천광역시 연수구 먼우금로 302 120호,283664,536455,,http://www.tsbudae.com
7399,유한회사 오형제식자재마트,전라북도 전주시,"술집>맥주,호프",,경상남도 진주시 충무공동 287-5,경상남도 진주시 에나로 142 주1동 111~113(솔레어빌딩),413333,286454,,http://www.alleypub.com
7410,그린PT,대구광역시 북구 칠성동2가,,,,,,,,
7413,사단법인 한국선원장애인복지협회 연세나비의원,경기도 김포시 구래동,,,,,,,,
7537,유량동집밥,충청남도 천안시 동남구 유량동,"생활,편의>수리,AS",,경상남도 진주시 하대동 630 1층,경상남도 진주시 하대로 19-2 1층,410724,288397,,
7713,에스앤지푸드,경상남도 창원시 마산합포구 진동면 진동리,한식>돼지고기구이,,경기도 광주시 송정동 334-10 상엽빌딩 1층,경기도 광주시 중앙로 307-3 상엽빌딩 1층,334443,536366,,http://www.instagram.com/seominpig
7788,봄빛연합소아청소년과의원,대구광역시 북구 연경동,교통시설>주차장,,강원도 강릉시 포남동,,480082,573720,,
7841,화이트리에 정자점,경기도 성남시 분당구 정자동,,,,,,,,
7863,구교협동조합,충청남도 부여군 부여읍 구교리,,,,,,,,
7930,엔투비 주식회사,세종특별자치시 어진동,"스포츠,오락>복싱,권투장",,대구광역시 달성군 구지면 응암리 1208-2,대구광역시 달성군 구지면 과학마을로 58,438194,339640,,http://blog.naver.com/shallotmaemi
7993,서울토탈인테리어,강원도 홍천군 홍천읍 희망리,,,,,,,,
8003,챌린지프로샵,서울특별시 강서구 염창동,"육류,고기요리>찜닭",,충청남도 천안시 서북구 불당동 1735,충청남도 천안시 서북구 불당29길 7-5,320067,468068,,http://www.twozzim.com
8185,뉴웨이브바버샵,대구광역시 중구 사일동,,,,,,,,
8192,경주황소곱창 용강직영점,경상북도 경주시 용강동,,,,,,,,
8258,길수학교습소,경기도 용인시 수지구 풍덕천동,"교육,학문>어린이집",,경기도 수원시 장안구 정자동 887-1,경기도 수원시 장안구 수성로245번길 21 320동 101호,311319,521480,,
8459,에스엠랩테크,경기도 용인시 처인구 포곡읍 삼계리,,,,,,,,
8461,나아협동조합,경상북도 경주시 양남면 나아리,일식>돈가스,,부산광역시 강서구 명지동 3253-10,부산광역시 강서구 명지오션시티8로16번길 13,483242,276842,,
8687,명태어장외도점,제주특별자치도 제주시 외도일동,"음식점>카페,디저트",,서울특별시 종로구 인의동 48-2,서울특별시 종로구 종로 183,311714,552610,,
8821,조선마방,제주특별자치도 서귀포시 서귀동,숙박>민박,,제주특별자치도 제주시 한림읍 금악리 1720-1,제주특별자치도 제주시 한림읍 한창로 1244-9 금오름가는길,241961,85477,,https://geumoreum.modoo.at
8955,파티세리 라피네,경기도 부천시 중동,,,,,,,,
9010,더땡초포차삼천포점,경상남도 사천시 벌리동,,,,,,,,
9019,화이트밸런스 (White Balance),서울특별시 송파구 방이동,,,,,,,,
9324,코리아드림 주식회사,강원도 원주시 지정면 신평리,,,,,,,,
9440,이쿠얼키(주)_1,서울특별시 강남구 수서동,,,,,,,,
9529,오니카,대구광역시 서구 원대동3가,한식>돼지고기구이,,전라남도 구례군 구례읍 봉북리 1450-7,전라남도 구례군 구례읍 봉성로 137,351443,290756,,http://www.자연갈비.com/
9561,더바른 광고기획,전라남도 무안군 무안읍 용월리,,,,,,,,
9761,신화땡초불닭,충청남도 아산시 용화동,,,,,,,,
10059,Google Play_PAYCO,서울특별시 구로구 구로동,,,,,,,,
10223,몽뜨레,경상남도 고성군 동해면 외산리,,,,,,,,
10273,씨유(CU)포항대보점,경상북도 포항시 남구 호미곶면 대보리,"미용>네일아트,네일샵",,강원도 정선군 정선읍 북실리 745-1,강원도 정선군 정선읍 정선로 1245-9 현대아파트 상가 103호 by_seungji,458043,531022,,http://instagram.com/by_seungji
10445,커피썬(coffee sun),경상남도 창원시 진해구 용원동,스터디카페,,전라북도 전주시 덕진구 중동 776-8 다진빌딩 301호,전라북도 전주시 덕진구 오공로 43 다진빌딩 301호,315270,360008,,http://dplacejjhs.modoo.at
10467,이은정 영어과외,경상남도 진주시 정촌면 예하리,"술집>맥주,호프",,전라북도 전주시 완산구 중화산동2가 774-2 2층,전라북도 전주시 완산구 신촌4길 18-8 2층,320340,357992,,
10518,나래농장,경기도 광주시 남종면 귀여리,음식점>한식,,전라북도 군산시 삼학동 870-18 (삼학동),전라북도 군산시 미원로 25,283724,375939,,
10556,봉에프앤비 (광주효천),광주광역시 남구 임암동,"건강,의료>한방병원",,서울특별시 강남구 도곡동 542,서울특별시 강남구 도곡로 216 치휴한방병원,315548,543825,,http://www.chihyu.co.kr
10793,미니미니마켓,인천광역시 남동구 간석동,,,,,,,,
10810,인쌩맥주(영통중앙점),경기도 수원시 영통구 영통동,,,,,,,,
10899,마린웍스 주식회사(MARINEWORKS CO.Ltd),부산광역시 영도구 동삼동,일식>일식당,,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길 10 지하1층 스미식당,320770,543259,,http://instagram.com/sumi.restaurant
11013,중랑전자 주식회사 송우점,경기도 포천시 소흘읍 이동교리,"생활,편의>편의점",,경기도 부천시 도당동 160-9,경기도 부천시 옥산로214번길 43,292571,546332,,http://www.emart24.co.kr
11074,론드로매트셀프빨래방 월곡점,광주광역시 광산구 월곡동,"쇼핑,유통>귀금속,시계",,전라남도 광양시 마동 1053-3,전라남도 광양시 사동로 176,371838,261805,,
11116,제이엠비즈,경상북도 문경시 동로면 석항리,,,,,,,,
11229,수제맥주집(수맥집),부산광역시 서구 서대신동3가,,,,,,,,
11314,킹콩부대찌개오산수청점,경기도 오산시 수청동,,,,,,,,
11699,미래유통,서울특별시 은평구 대조동,,,,,,,,
11761,주영테크,경기도 부천시 삼정동,"한식>육류,고기요리",,경상북도 구미시 인의동  434-2,경상북도 구미시 인동5길 59,438371,389835,,
11799,헬로바베큐 포차,서울특별시 동작구 사당동,"서비스,산업>장소대여",,서울특별시 서초구 방배동 443-5 삼미빌딩 3층,서울특별시 서초구 동작대로 22 삼미빌딩 3층,310169,542302,,
11948,전주꽃식물원,전라북도 전주시 덕진구 반월동,,,,,,,,
12032,아마스빈코리아 사가정역점,서울특별시 중랑구 면목동,,,,,,,,
12094,서동감자탕,부산광역시 금정구 서동,"미용>네일아트,네일샵",,경상북도 구미시 봉곡동 239-6,경상북도 구미시 봉곡로17길 20,427951,394625,,
12125,어라운드 스터디카페 천안불당점,충청남도 천안시 서북구 불당동,,,,,,,,
12184,꿈에그린과일,경기도 고양시 일산서구 대화동,,,,,,,,
12364,주식회사스터디브로교육,경기도 구리시 수택동,,,,,,,,
12451,밀게이트,대구광역시 남구 대명동,,,,,,,,
12499,펍다트,서울특별시 구로구 구로동,"스포츠,레크레이션학원>무용,발레",,서울특별시 관악구 봉천동 911-25,서울특별시 관악구 봉천로 411-1 4층,306963,542861,,https://cafe.naver.com/venusballet
12621,표준국어교습소,대구광역시 수성구 수성동1가,,,,,,,,
12791,도서공연(ARS)_갤럭시아컴즈_3,서울특별시 강남구 논현동,"카페,디저트>차",,경상북도 포항시 남구 대잠동 469-5 1층,경상북도 포항시 남구 대이로 112-1 1층 공차,521078,381408,,
12851,현지네 의정부부대찌개,경기도 김포시 월곶면 군하리,,,,,,,,
13276,페리카나치킨(묵동점),서울특별시 중랑구 묵동,,,,,,,,
13303,103(동탄점),경기도 화성시 산척동,,,,,,,,
13467,가마솥품은치킨 (옥련점),인천광역시 연수구 옥련동,,,,,,,,
13530,리어카포차 화성봉담점,경기도 화성시 봉담읍 와우리,세차>스팀세차,,경기도 군포시 당정동 382-1,경기도 군포시 고산로 90 1층,308142,528223,,http://믿음스팀손세차장.webable.kr
13700,안산전자담배 슈가베이프,경기도 안산시 단원구 고잔동,"교육,학문>독서실",,인천광역시 연수구 옥련동 289-6,인천광역시 연수구 한나루로201번길 27,281209,537036,,http://blog.naver.com/bin6313
14129,조선생명뒤 공영주차장,부산광역시 동구 초량동,"교육,학문>웅변,화술",,서울특별시 서초구 서초동 1303-35 강남태영데시앙루브,서울특별시 서초구 강남대로 455 강남태영데시앙루브,313953,544970,,http://gritspeech.modoo.at
14151,윤카츠,대구광역시 동구 지묘동,,,,,,,,
14404,원조동대문닭한마리,충청북도 증평군 증평읍 초중리,,,,,,,,
14468,등갈비애꼬치다(갈산점),인천광역시 부평구 갈산동,"생활,편의>편의점",,경기도 화성시 향남읍 행정리 496-8,경기도 화성시 향남읍 행정죽전로1길 13,304269,503094,,http://gs25.gsretail.com/
14683,협력카센타,경기도 구리시 교문동,,,,,,,,
14773,대식가2900,전라북도 익산시 모현동1가,,,,,,,,
14823,둘레,서울특별시 동대문구 용두동,,,,,,,,
14992,지에스25 평동산단점(상품권),광주광역시 광산구 월전동,한식>닭갈비,,경기도 가평군 가평읍 달전리 68,경기도 가평군 가평읍 북한강변로 1078-19,358361,578621,,
15011,제이케이스포츠매니지먼트,서울특별시 강남구 수서동,"병원,의원>성형외과",,서울특별시 영등포구 여의도동 24-5,서울특별시 영등포구 여의나루로 81 파이넨셜뉴스빌딩(한마루빌딩) 2층,305429,547464,,http://www.ygps.co.kr
15148,정림나들가게,부산광역시 사하구 장림동,,,,,,,,
15475,김가네 진해석동점,경상남도 창원시 진해구 석동,"전문,기술서비스>인테리어디자인",,경기도 안양시 동안구 평촌동 899-2,경기도 안양시 동안구 귀인로 195 향촌아파트 상가동,308167,532037,,http://blog.naver.com/herjoungho12
15505,흑돈클라쓰,경기도 성남시 수정구 창곡동,,,,,,,,
15578,주식회사 서희,전라남도 장성군 진원면 산동리,,,,,,,,
15596,불굴의꼼장어아나고막창,대구광역시 북구 태전동,,,,,,,,
15932,리어,부산광역시 중구 남포동6가,"서비스,산업>기업",,경기도 용인시 처인구 백암면 근곡리 12-6,경기도 용인시 처인구 백암면 덕평로 1,344271,507862,,
16038,제이엠티 JMT 정무태권도장 줄넘기스쿨 수명점,서울특별시 강서구 내발산동,"음식점>치킨,닭강정",,대전광역시 대덕구 신탄진동 123-9,대전광역시 대덕구 신탄진동로23번길 72,349210,427954,,
16111,원조의령소바 창원신월점,경상남도 창원시 의창구 신월동,"한식>육류,고기요리",,경기도 이천시 대월면 장평리 32-5,경기도 이천시 대월면 경충대로 1566-28,358329,513275,,
16403,맛깔나는 김밥,부산광역시 사하구 당리동,,,,,,,,
16517,크리드바버샵,충청남도 아산시 배방읍 장재리,,,,,,,,
16630,커피베이 북위례점,서울특별시 송파구,음식점>한식,,서울특별시 성동구 송정동 99-47 1층,서울특별시 성동구 동일로59길 4,318223,551042,,
16706,종합미싱,경기도 수원시 장안구 영화동,,,,,,,,
16754,신사동,울산광역시 남구 삼산동,"건강,의료>약국",,경기도 수원시 영통구 망포동 47-12,경기도 수원시 영통구 동탄지성로 550-24 플래티넘베이스B동 네이처약국,315849,515895,,http://blog.naver.com/nature_pharm
16772,유진창,전라남도 여수시 학동,"쇼핑,유통>가구,인테리어",,서울특별시 노원구 상계동 197,서울특별시 노원구 노원로26길 41,318148,561519,,
16823,마스터에스테틱 송도본점,인천광역시 연수구 송도동,숙박>펜션,,전라남도 나주시 다시면 신광리 1013 30호,전라남도 나주시 다시면 신광로 282-78 30호,279560,272323,,
16975,(주)연안모터스,대전광역시 유성구 복용동,,,,,,,,
17028,미니스톱 간석명동점,인천광역시 남동구 간석동,,,,,,,,
17030,(주)정자초밥-배곧,경기도 시흥시 정왕동,"미용>네일아트,네일샵",,서울특별시 구로구 개봉동 261-16,서울특별시 구로구 개봉로18길 10,299079,543891,,https://naillavie.modoo.at
17052,파인루트수학과학학원,경기도 화성시 산척동,,,,,,,,
17113,백양스크린,부산광역시 부산진구 부전동,양식>샌드위치,,경기도 시흥시 거모동 1742-5,경기도 시흥시 군자로 514,292526,527617,,
17153,더풀빌라,경상북도 경주시 북군동,"생활,편의>자동차정비,수리",,경기도 화성시 장지동 958-6,경기도 화성시 동탄장지천5길 22,320713,506678,,http://www.gongim.com/
17625,동안전산,경기도 안양시 동안구 호계동,"쇼핑,유통>캠핑용품",,경기도 수원시 권선구 고색동 886-20,경기도 수원시 권선구 서부로 1632-10,309359,517478,,http://blog.naver.com/ejigiland
17803,울Lala,대구광역시 동구 신천동,"카페,디저트>베이커리",,전라남도 담양군 담양읍 객사리 222 103호,전라남도 담양군 담양읍 중앙로 102 103호,307636,303044,,
17834,언니스 아뜰리에,대구광역시 동구 지묘동,,,,,,,,
17877,연산대군,강원도 동해시 용정동,,,,,,,,
17921,놀부마누라,강원도 속초시 노학동,,,,,,,,
18169,키노시타 스시,경기도 광주시 오포읍 신현리,"제조업>소파,내장가구제조",,인천광역시 남동구 간석동 1-193,인천광역시 남동구 만월로 42-7 2층 원재쇼파,286867,541546,,
18390,힐링뮤직음악교습소,서울특별시 강북구 수유동,중식>중식당,,전라남도 목포시 용당동 1154-19,전라남도 목포시 영산로250번길 40-1,253398,245791,,
18495,현대금속웰딩주식회사,경상북도 포항시 남구 해도동,"한식>곱창,막창,양",,서울특별시 용산구 한강로2가 93-3,서울특별시 용산구 한강대로 144,309246,548252,,http://sgfco.kr
18699,농업회사법인 유한회사 웅치마을영농회,전라북도 남원시 주천면 송치리,,,,,,,,
18776,일산폰마트,경기도 고양시 일산서구 일산동,세차>스팀세차,,경기도 양평군 양평읍 공흥리 527,경기도 양평군 양평읍 공흥로 27,355913,543573,,
18801,지연이네 조개,인천광역시 남동구 논현동,,,,,,,,
18836,으뜸회덕주유소,대전광역시 대덕구 와동,"카페,디저트>카페",,서울특별시 강북구 수유동 291-198,서울특별시 강북구 삼양로123길 40 1층,313141,560722,,
18840,하옹촌 재첩식당,경상남도 하동군 하동읍 신기리,,,,,,,,
18962,젖다,서울특별시 동작구 신대방동,,,,,,,,
19089,리디아,경기도 가평군 상면 임초리,,,,,,,,
19283,조코만삼겹살떡볶이,충청북도 진천군 진천읍 읍내리,,,,,,,,
19540,뉴그린헤어샵,경기도 부천시 괴안동,"건강,의료>병원,의원",,경상남도 김해시 구산동 1071-4,경상남도 김해시 구산로 23,479493,294792,,
19587,치교치킨 치교치밥,전라남도 무안군 삼향읍 남악리,,,,,,,,
19764,오브젝트(OBJECT),경상남도 진주시 인사동,,,,,,,,
19775,사회적협동조합 함께걸음복지재단,경기도 수원시 영통구 원천동,"카페,디저트>카페",,울산광역시 울주군 삼남면 교동리 300-4,울산광역시 울주군 삼남면 중평로 60,501921,329520,,
19795,더블에이치모터스(HH모터스),울산광역시 중구 성안동,"음식점>치킨,닭강정",,대전광역시 서구 가수원동 1040 113호,대전광역시 서구 도안동로11번길 33 113호,341927,411868,,http://instagram.com/nosang_chicken
19961,슈퍼맨 문구점,전라남도 무안군 일로읍,,,,,,,,
20004,씨유(CU) 혁신부영사랑점,경상남도 진주시 충무공동,스포츠시설>헬스장,,전라북도 전주시 덕진구 송천동1가 97-6,전라북도 전주시 덕진구 오송1길 37-13 정감빌딩 4층 김서윤 피트,321686,363019,,
20030,생림상회,경상남도 김해시 동상동,,,,,,,,
20455,행복휴게실,경상남도 거제시 거제면 서정리,"쇼핑,유통>CCTV",,인천광역시 서구 경서동 719-3,인천광역시 서구 경서로 99,281159,551844,,
20658,홍루이젠 아산명동점,충청남도 아산시 온천동,,,,,,,,
20741,금송건설,인천광역시 부평구 청천동,"여객,화물운송>페리,해운",,전라남도 강진군 마량면 마량리 983-19,전라남도 강진군 마량면 미항로 153-2,291678,206387,,
20757,에코빌세탁소,서울특별시 성북구 상월곡동,"한식>족발,보쌈",,강원도 태백시 황지동 368-26,강원도 태백시 황지로 265,487461,509010,,
20863,(주)잡으리,부산광역시 해운대구 우동,"한식>육류,고기요리",,경기도 평택시 동삭동 371-1,경기도 평택시 동삭1로22번길 19-6,319576,491380,,
20892,노벨 스터디카페 익산본점,전라북도 익산시 어양동,"생활,편의>편의점",,강원도 동해시 발한동 216-9,강원도 동해시 발한로 186,497998,550001,,
20923,오구본가(영통1호점),경기도 수원시 영통구 영통동,,,,,,,,
21053,비치서프,제주특별자치도 제주시 애월읍 곽지리,,,,,,,,
21208,광양불로만바베큐덕례점,전라남도 광양시 광양읍 덕례리,"생활,편의>미용실",,경기도 안성시 당왕동 584,경기도 안성시 고수2로 70,334525,491015,,http://blog.naver.com/shgkrwns1109/222032341168
21250,라투 영통본점,경기도 수원시 영통구 영통동,술집>포장마차,,충청남도 천안시 서북구 성정동 724-4,충청남도 천안시 서북구 성정로 56,323131,468401,,
21296,곱스타,경기도 고양시 덕양구 관산동,,,,,,,,
21328,팔피스 (8P's),강원도 강릉시 포남동,,,,,,,,
21346,이모터스(LEE MOTORS),경기도 시흥시 대야동,,,,,,,,
21371,이케이스,광주광역시 동구 서석동,교습학원>입시학원,,경기도 안산시 단원구 고잔동 775,경기도 안산시 단원구 광덕대로 130 폴리타운 B동 611호,296539,523554,,https://samshinwha.modoo.at
21425,우리국수마을,전라북도 전주시 덕진구 금암동,,,,,,,,
21452,꼬시꼬시 세꼬시,충청북도 청주시 서원구 모충동,,,,,,,,
21496,하남돼지집(중계은행점),서울특별시 노원구 중계동,,,,,,,,
21875,유어무드스튜디오,경기도 성남시 분당구 금곡동,숙박>호텔,,서울특별시 중구 예장동 1-43,서울특별시 중구 필동로8길 77,311245,550957,,
21889,미니스톱 풍무본점,경기도 김포시 풍무동,,,,,,,,
22079,라이트하우스 플레져,서울특별시 광진구 화양동,,,,,,,,
22301,사회적협동조합 경기수원지역자활센터,경기도 수원시 팔달구 인계동,"음식점>치킨,닭강정",,경기도 안양시 만안구 석수동 304-9 1층 102호,경기도 안양시 만안구 석천로 168 1층 102호,303517,534982,,http://www.cheogajip.co.kr/
22346,카페드다온,경기도 화성시 봉담읍 와우리,,,,,,,,
22423,이모네빈대떡,서울특별시 용산구 용문동,,,,,,,,
22545,모아흙침대백화점,경상북도 경주시 강동면 호명리,,,,,,,,
22731,로사리움(rosarium),경기도 부천시 송내동,,,,,,,,
