store_no,store_nm,addr,category,telephone,address,roadAddress,mapx,mapy,description,link,Correct
4906,카페꽃이피다상인점,대구광역시 달서구 상인동,"음식점>카페,디저트",,대구광역시 달서구 상인동 326-10 1~2층,대구광역시 달서구 월배로34길 31,448305,357402,,,O
4960,아이품매트,대구광역시 달서구 이곡동,,,,,,,,,X
5023,지에스25(GS25) 신사중앙점(상품권),서울특별시 강남구 신사동,,,,,,,,,X
5043,엑서지컴퍼니,경기도 화성시 반송동,,,,,,,,,X
5088,누구나홀딱반한닭 신도림점,서울특별시 구로구 구로동,"음식점>치킨,닭강정",,서울특별시 구로구 구로동 31-6,서울특별시 구로구 새말로16길 24,302117,545288,,http://www.noonaholdak.co.kr/,O
5099,아이갓에브리씽 중구제2청사점,인천광역시 중구 운남동,"음식점>카페,디저트",,인천광역시 중구 운남동 1511 영종동 행정복지센터 1층,인천광역시 중구 운남서로 100,270344,544584,,,O
5251,런드리데이 대방디엠시티점,경기도 고양시 일산서구 대화동,,,,,,,,,X
5625,서해스크린,충청남도 당진시 읍내동,스포츠시설>스크린골프장,,충청남도 당진시 읍내동 266 서해빌딩5층,충청남도 당진시 당진중앙2로 211-15 서해빌딩,278479,478171,,http://fungolf.xyz/,O
5651,을찌로 국물떡볶이 창원상남점,경상남도 창원시 성산구 상남동,,,,,,,,,X
5708,명품구제？,강원도 횡성군 횡성읍 읍하리,"쇼핑,유통>구제의류",,강원도 횡성군 횡성읍 읍하리 105-1,강원도 횡성군 횡성읍 문정로19번길 3,398961,543105,,,O
5775,삼홍창호건설,대구광역시 동구 신기동,건설업>전문건설업,,대구광역시 동구 신기동 188-20,대구광역시 동구 율하동로28길 10,463723,363743,,,O
5978,비비큐(BBQ)망우점,서울특별시 중랑구,"음식점>치킨,닭강정",,서울특별시 중랑구 망우동 509-6,서울특별시 중랑구 봉우재로71길 91,320292,555394,,,O
5981,다짐필라테스 숭실대역점,서울특별시 동작구 상도동,스포츠시설>필라테스,,서울특별시 동작구 상도동 486-9,서울특별시 동작구 상도로55길 1 2층,307658,544418,,http://www.instagram.com/dagym_ssd,O
6005,매머드익스프레스 평촌스마트점,경기도 안양시 동안구 관양동,,,,,,,,,X
6201,주식회사 보다더코퍼레이션,서울특별시 강남구 신사동,,,,,,,,,X
6303,몽간,경상북도 김천시 교동,음식점>양식,,경상북도 김천시 교동 985,경상북도 김천시 교동택지4길 12 몽간,408916,393521,,http://instagram.com/mong.gan,O
6370,미숙이네 쭈삼,전라남도 나주시 이창동,,,,,,,,,X
6388,자하정,경상남도 양산시 상북면 소토리,,,,,,,,,X
6496,지에스25제천덕일점(상품권),충청북도 제천시 청전동,,,,,,,,,X
6511,nudebones(누드본즈),서울특별시 강남구 신사동,"쇼핑,유통>종합패션",,서울특별시 강남구 신사동 666 한성빌딩 4층,서울특별시 강남구 선릉로153길 7,315235,547385,,,O
6588,알렉스더커피 Alex the coffee,서울특별시 중구 신당동,,,,,,,,,X
6668,지에스25 고현중앙점(상품권),경상남도 거제시 고현동,,,,,,,,,X
6781,마미반찬동탄점,경기도 화성시 영천동,,,,,,,,,X
6810,우방스터디존,경기도 안성시 공도읍 만정리,,,,,,,,,X
6977,이너스,전라남도 순천시 조례동,,,,,,,,,X
7025,(주)이스턴웰스 현대백화점본점,서울특별시 동작구 신대방동,,,,,,,,,X
7180,장호덕 손만두(태전점),경기도 광주시 태전동,"한식>칼국수,만두",,경기도 광주시 태전동 261-43,경기도 광주시 태봉로 35,332051,532286,,,O
7196,착한엄마도시락,경기도 시흥시 정왕동,,,,,,,,,X
7233,(주) 엠아이에스스포츠코리아,부산광역시 부산진구 부전동,,,,,,,,,X
7248,닭이랑 오리랑,대전광역시 중구 부사동,한식>닭요리,,대전광역시 중구 석교동 83-7,대전광역시 중구 대종로 182,350515,412025,,,X
7277,송도막창구이,경기도 파주시 금촌동,"한식>곱창,막창,양",,경기도 파주시 금촌동 960-6 1층,경기도 파주시 한마음1길 47 1층,291874,573495,,,O
7877,47 에이지 실버,전라북도 전주시 완산구 풍남동3가,,,,,,,,,X
7895,영심미용실,경상남도 거창군 거창읍 대동리,"생활,편의>미용실",,경상남도 거창군 거창읍 대동리 710-1,경상남도 거창군 거창읍 중앙로1길 45,392492,343231,,,O
8015,협동조합 산지천사람들,제주특별자치도 제주시 일도일동,,,,,,,,,X
8371,무실교동짬뽕,강원도 원주시 무실동,중식>중식당,,강원도 원주시 무실동 1658-1,강원도 원주시 섬밭들2길 20,393515,525736,,http://cafe.naver.com/themukja/373024,O
8441,바인드(baind),경기도 광명시 소하동,,,,,,,,,X
8718,설하카페,전라남도 담양군 담양읍 천변리,"카페,디저트>다방",,전라남도 담양군 담양읍 천변리 130,전라남도 담양군 담양읍 추성로 1304,307512,302750,,,O
8773,블랙철판조례점,전라남도 순천시 조례동,,,,,,,,,X
8775,도서공연(상담원)_갤럭시아_1,서울특별시 강남구 논현동,,,,,,,,,X
9031,국제스크린,충청북도 제천시 장락동,,,,,,,,,X
9097,유지,전라북도 전주시 완산구 중앙동1가,"생활,편의>미용실",,전라북도 전주시 완산구 중앙동1가 4-1,전라북도 전주시 완산구 충경로 29,322707,357848,,https://blog.naver.com/jaeyun458,O
9310,당신과나그리고정든,경상북도 안동시 용상동,,,,,,,,,X
9395,팀윤짐송도6호점,인천광역시 연수구,"스포츠,오락>스포츠시설",,인천광역시 연수구 송도동 311,인천광역시 연수구 랜드마크로 68 랜드마크시티센트럴더샵 오피스텔 상가 201동 201호,278248,535803,,http://blog.naver.com/gktk1877,O
9410,구석 누룽지를 품은닭,경기도 하남시 망월동,,,,,,,,,X
9544,다원결혼정보,경기도 안산시 단원구 선부동,,,,,,,,,X
9609,알로하 필라테스,충청남도 천안시 서북구 직산읍 삼은리,스포츠시설>필라테스,,충청남도 천안시 서북구 직산읍 삼은리 85-1,충청남도 천안시 서북구 직산읍 직산로 43 B동 4층 알로하 필라테스,324769,475900,,http://blog.naver.com/aloha8875,O
9645,버거킹 김포풍무점,경기도 김포시 풍무동,,,,,,,,,X
9780,주식회사빈스티앤에프,부산광역시 사하구 괴정동,,,,,,,,,X
9792,로즈노래홀,경기도 평택시 평택동,,,,,,,,,X
9940,무학트랜스,부산광역시 사하구 다대동,"서비스,산업>이사",,부산광역시 사하구 다대동 949-10,부산광역시 사하구 윤공단로17번길 106,488403,273505,,,O
9977,주식회사 리더스우드,전라남도 장성군 남면 분향리,,,,,,,,,X
10014,구리출장세차 킹카워시 구리점,경기도 구리시 교문동,세차>스팀세차,,경기도 구리시 교문동 744-2,경기도 구리시 안골로20번길 7-10,323673,555285,,,O
10142,(주)세종특허티엔씨,서울특별시 강남구 개포동,"제조업>비디오,기타영상기기제조",,서울특별시 강남구 개포동 1193,서울특별시 강남구 논현로 34 2층,316060,541764,,,O
10334,딱새스팀세차광택,부산광역시 사상구 주례동,세차>스팀세차,,부산광역시 사상구 주례동 440-3,부산광역시 사상구 가야대로255번길 6 1층 딱새스팀,491395,283996,,http://blog.naver.com/ds5mgh,O
10430,거창맨홀,경상남도 거창군 거창읍 중앙리,,,,,,,,,X
10455,주식회사 더블랙,서울특별시 관악구 신림동,,,,,,,,,X
10471,월드드림스포츠,경기도 파주시 동패동,"스포츠,레크레이션학원>농구교실",,경기도 파주시 동패동 39-34,경기도 파주시 미래로310번길 70-25,289997,567806,,http://www.wdbc.co.kr,O
10681,칼&돈,경상북도 영천시 작산동,,,,,,,,,X
10684,(주)뱅따상회,경기도 남양주시 다산동,"쇼핑,유통>주류",,경기도 남양주시 다산동 6175-2,경기도 남양주시 다산중앙로82번안길 131-18,326610,557046,,,O
10937,오오케이크,대구광역시 수성구 시지동,제조업>빵류제조,,대구광역시 수성구 시지동 578-3,대구광역시 수성구 시지로 28 알파S타운 104호,462731,360260,,http://instagram.com/ohohcake,O
11005,피자 이딸리아나,서울특별시 강서구 내발산동,음식점>피자,,서울특별시 강서구 내발산동 720-11,서울특별시 강서구 강서로 263-23,297241,550322,,http://blog.naver.com/pizzaitalyana,O
11239,지에스(GS)25 산동센터점,충청남도 아산시 음봉면 산동리,"생활,편의>편의점",,충청남도 아산시 음봉면 산동리 778,충청남도 아산시 음봉면 산동로 240 (산동리 778),319888,472449,,http://gs25.gsretail.com/,O
11284,더 영(THE YOUNG),경상남도 함안군 가야읍 말산리,,,,,,,,,X
11291,씨유(CU)홍천시동점,강원도 홍천군 남면 시동리,"생활,편의>편의점",,강원도 홍천군 남면 시동리 916-14,강원도 홍천군 남면 시동안로 207,385222,554303,,,O
11387,디자인서기,경상남도 남해군 남면 당항리,,,,,,,,,X
11395,소쿠리한상,인천광역시 부평구 부평동,음식점>한식,,인천광역시 부평구 부평동 529-40 동아웰빙타운 2층 203호,인천광역시 부평구 부흥로 264 동아웰빙타운 2층 203호,287114,544792,,http://www.instagram.com/sokuri_1sang,O
11542,얼음왕국도봉149호점,서울특별시 도봉구 쌍문동,,,,,,,,,X
11606,청주 곰팡이일,충청북도 청주시 서원구 분평동,청소>홈크리닝,,충청북도 청주시 서원구 분평동 1211 105동 102호,충청북도 청주시 서원구 월평로 25 105동 102호,354400,445762,,https://blog.naver.com/megi2478,O
11674,장인의상차림,서울특별시 관악구 봉천동,,,,,,,,,X
11922,(주)해림환경개발,경상북도 경산시 남천면 하도리,,,,,,,,,X
12044,비 비어,서울특별시 강동구 길동,,,,,,,,,X
12190,청룡배터리,세종특별자치시 소정면 운당리,,,,,,,,,X
12224,씨유(CU)용인동백중앙점,경기도 용인시 기흥구 중동,"생활,편의>편의점",,"경기도 용인시 기흥구 중동 850-1 아이브타운 107,108호","경기도 용인시 기흥구 동백4로 6 아이브타운 107,108호",324987,519117,,http://cu.bgfretail.com/,O
12492,주식회사 도서출판이루다,서울특별시 강남구 역삼동,,,,,,,,,X
12525,잉크나라,충청북도 청주시 상당구 금천동,,,,,,,,,X
12587,호치킨 괴안점,경기도 부천시 괴안동,"음식점>치킨,닭강정",,경기도 부천시 괴안동 155-8,경기도 부천시 범안로 60,294755,542248,,http://www.hochicken.co.kr/,O
12609,슈올즈 송천점,전라북도 전주시 덕진구 송천동1가,신발>건강신발,,전라북도 전주시 덕진구 송천동1가 478-11,전라북도 전주시 덕진구 송천중앙로 144 슈올즈,320852,362556,,,O
12666,다비치(Davichi),경상남도 진주시 대안동,"쇼핑,유통>안경원",,경상남도 진주시 대안동 9-9,경상남도 진주시 진주대로 1058-2,407866,288353,,https://blog.naver.com/davich-jinju,O
12692,정중앙 시네마,강원도 양구군 양구읍 상리,,,,,,,,,X
13155,초강국악기,충청북도 영동군 심천면 초강리,"시설,건물>농공시설",,충청북도 영동군 심천면 초강리 434-1,충청북도 영동군 심천면 초강제방길 98,374324,401955,,,O
13179,부여궁,경상남도 밀양시 삼랑진읍 송지리,,,,,,,,,X
13207,글로벌 이엔지,전라북도 남원시 도통동,,,,,,,,,X
13244,매일토스트랑 미니김밥,인천광역시 미추홀구 주안동,,,,,,,,,X
13296,세븐일레븐 수지엘지빌리지점,경기도 용인시 수지구 성복동,"생활,편의>편의점",,"경기도 용인시 수지구 성복동 90 상가 107,108,109호","경기도 용인시 수지구 수지로113번길 15 상가 107,108,109호",318398,523879,,,O
13426,송건식품,강원도 평창군 봉평면 유포리,"카페,디저트>베이커리",,강원도 평창군 봉평면 유포리 83-4,강원도 평창군 봉평면 금당계곡로 1713,434793,549562,,,O
13643,지에스25(GS25) 광주궁평점,경기도 광주시 도척면 궁평리,"생활,편의>편의점",,경기도 광주시 도척면 궁평리 573-1,경기도 광주시 도척면 도척윗로 222,339755,526235,,http://gs25.gsretail.com/,O
13656,오징어횟집,충청북도 청주시 흥덕구 복대동,한식>생선회,,충청북도 청주시 흥덕구 복대동 857-9,충청북도 청주시 흥덕구 내수동로 41 1층,351182,448117,,,O
13720,커피사자,경상남도 거제시 상동동,,,,,,,,,X
13759,GS25일산스타점,경기도 고양시 일산동구 식사동,"생활,편의>편의점",,경기도 고양시 일산동구 식사동 1587,경기도 고양시 일산동구 고양대로1021번길 33,295036,564188,,http://gs25.gsretail.com/,O
13882,인토스터디카페 신대점,전라남도 순천시 해룡면 신대리,"서비스,산업>장소대여",,전라남도 순천시 해룡면 신대리 2042-6,전라남도 순천시 해룡면 신대로 53 3층 인토스터디카페 신대점,358872,258976,,,O
13951,윤끼(Yunkki),서울특별시 서대문구 대현동,음식점>한식,,서울특별시 서대문구 대현동 56-53,서울특별시 서대문구 이화여대길 65-3 1층,306982,551275,,http://www.instagram.com/yunkki_official,O
13977,(유)서광산업,전라북도 익산시 황등면 황등리,,,,,,,,,X
14098,히키티키,충청북도 청주시 서원구 모충동,,,,,,,,,X
14102,한별철강(주),인천광역시 계양구 계산동,"서비스,산업>기업",,인천광역시 계양구 계산동 1062,인천광역시 계양구 계산새로 71 하이베라스 D동 1012-2호,288474,549227,,,O
14292,데이 원(Day1),서울특별시 서대문구 창천동,,,,,,,,,X
14318,동원씽크산업,충청북도 청주시 서원구 남이면 수대리,,,,,,,,,X
14322,진이찬방 양산물금점,경상남도 양산시 물금읍 가촌리,식료품>반찬가게,,경상남도 양산시 물금읍 가촌리 1291-2 마레존 104호,경상남도 양산시 물금읍 야리로 129 마레존 104호,492031,301822,,http://www.jinifood.co.kr,O
14402,옥순봉 정육식당,충청북도 제천시 수산면 수산리,,,,,,,,,X
14486,오휘판교점,경기도 성남시 분당구 삼평동,"쇼핑,유통>화장품,향수",,경기도 성남시 분당구 백현동 541,경기도 성남시 분당구 판교역로146번길 20,321561,532653,,,X
14522,솜씨네,대전광역시 대덕구 비래동,,,,,,,,,X
14908,비케이(BK)상사,서울특별시 구로구 개봉동,,,,,,,,,X
15118,통큰엄마,서울특별시 송파구 삼전동,,,,,,,,,X
15119,주식회사티지텔코리아,경기도 부천시 춘의동,,,,,,,,,X
15125,파란인터내셔날테크놀로지,서울특별시 송파구 문정동,,,,,,,,,X
15179,주식회사천우,인천광역시 서구 오류동,,,,,,,,,X
15277,방구족발,경상남도 창원시 마산회원구 내서읍 호계리,"육류,고기요리>족발,보쌈",,경상남도 창원시 마산회원구 내서읍 호계리 790-124,경상남도 창원시 마산회원구 내서읍 호계본동로 17-2,447606,295954,,,O
15368,곁드림,충청북도 청주시 상당구 운동동,,,,,,,,,X
15444,소소떡볶이 제천점,충청북도 제천시 영천동,분식>종합분식,,충청북도 제천시 영천동 2220,충청북도 제천시 청풍호로7길 6,418248,502597,,,O
15706,더호텔 7th,부산광역시 부산진구 범천동,숙박>모텔,,부산광역시 부산진구 범천동 870-26,부산광역시 부산진구 중앙대로621번길 9,496653,283769,,,O
15785,오니 PC CAFE,경기도 평택시 지산동,"스포츠,오락>PC방",,경기도 평택시 지산동 782-16,경기도 평택시 송탄로 388 지산타워 2층,316449,497807,,http://onipccafe.kr,O
15933,씨유(CU) 하복대원룸점,충청북도 청주시 흥덕구 복대동,"생활,편의>편의점",,충청북도 청주시 흥덕구 복대동 2803,충청북도 청주시 흥덕구 짐대로46번길 21,348913,448041,,http://cu.bgfretail.com/,O
15942,세돌이네상하이짜장3900,경기도 남양주시 화도읍 마석우리,,,,,,,,,X
16147,목치고판화공방,서울특별시 중랑구 면목동,,,,,,,,,X
16209,김밥에반하다,경상남도 창원시 의창구 팔용동,분식>김밥,,경상남도 창원시 의창구 팔용동 40-5,경상남도 창원시 의창구 차룡로48번길 44,457657,293751,,,O
16217,세븐일레븐 수원화홍병원점,경기도 수원시 권선구 호매실동,"생활,편의>편의점",,경기도 수원시 권선구 호매실동 1396-1,경기도 수원시 권선구 호매실로90번길 98,308293,518094,,http://www.7-eleven.co.kr,O
16479,탑서비스,충청남도 아산시 배방읍 북수리,,,,,,,,,X
16501,아름다운 미(美) 테라피,전라남도 보성군 벌교읍 회정리,,,,,,,,,X
16602,어서와 중고는 처음이지,대전광역시 서구 괴정동,"쇼핑,유통>중고가전",,대전광역시 서구 괴정동 93-51,대전광역시 서구 갈마로 233,344577,415101,,,O
16636,통불 세종나성동점,세종특별자치시 나성동,,,,,,,,,X
16668,마마꽈배기앤도너츠 (동탄역점),경기도 화성시 청계동,,,,,,,,,X
16791,이마트24 R궁평항점,경기도 화성시 서신면 궁평리,"생활,편의>편의점",,경기도 화성시 서신면 궁평리 666-38,경기도 화성시 서신면 궁평항로 1069-4,283296,502520,,http://www.emart24.co.kr,O
16906,솔내음가득히,울산광역시 북구 어물동,음식점>한식,,울산광역시 북구 어물동 287,울산광역시 북구 성골길 23,531618,331085,,,O
17079,바로푸드,인천광역시 남동구 서창동,,,,,,,,,X
17207,고양시립문촌9사회복지관어린이집,경기도 고양시 일산서구 주엽동,"교육,학문>국공립어린이집",,경기도 고양시 일산서구 주엽동 23 문촌9단지내 문촌9사회복지관 1층,경기도 고양시 일산서구 주엽로 158 문촌9단지내 문촌9사회복지관 1층,290847,564014,,,O
17269,이아이이학원,서울특별시 광진구 중곡동,어학원>영어학원,,서울특별시 광진구 중곡동 89-8,서울특별시 광진구 영화사로 34 2층 EiE,319846,550878,,,O
17288,무브업,서울특별시 마포구,"스포츠,오락>스포츠시설",,서울특별시 마포구 공덕동 385-65,서울특별시 마포구 백범로31길 7 1동 상가 1-111호,307298,549751,,http://instagram.com/moveup_pt,O
17470,주식회사 블랙홀,경기도 화성시 마도면,,,,,,,,,X
18201,주식회사 엠오그린,광주광역시 북구 대촌동,,,,,,,,,X
18376,요리하는 남자,서울특별시 금천구 시흥동,한식>돼지고기구이,,서울특별시 금천구 시흥동 891-7,서울특별시 금천구 시흥대로54길 1,303152,539400,,,O
18403,화신패션,대전광역시 중구 문창동,패션>속옷,,대전광역시 동구 원동 49-2,대전광역시 동구 대전로 779,349342,414434,,,X
18437,지에스(GS)25 대구혁신LH점,대구광역시 동구 각산동,"생활,편의>편의점",,대구광역시 동구 각산동 1054,대구광역시 동구 경안로 956 상가동 103호 104호 (각산동 1054),465093,365365,,http://gs25.gsretail.com/,O
18603,더달달 힐캐슬점,인천광역시 남동구 구월동,"쇼핑,유통>가공식품",,인천광역시 남동구 구월동 23,인천광역시 남동구 구월로 212 1601동 116호,286427,540104,,,O
18651,주식회사에스엠디피,경상북도 구미시 비산동,,,,,,,,,X
18743,(주)디아이통상,부산광역시 강서구 대저1동,,,,,,,,,X
18781,땅스부대찌개 창원팔용점,경상남도 창원시 의창구 팔용동,"한식>찌개,전골",,경상남도 창원시 의창구 팔용동 100-1 유토피아상가 1호동 102호,경상남도 창원시 의창구 팔용로 420,455928,295195,,,O
18851,헤이미 (heyme),인천광역시 남동구 구월동,"음식점>카페,디저트",,인천광역시 남동구 구월동 1132-15,인천광역시 남동구 구월남로 130 1층 103호 헤이미카페,285514,539775,,http://www.instagram.com/heymecafe,O
19044,스튜디오 원 (Studio WON),경기도 의정부시 의정부동,,,,,,,,,X
19154,카드스퀘어,서울특별시 중구 신당동,"쇼핑,유통>게임",,서울특별시 중구 신당동 133-34,서울특별시 중구 다산로40길 51 지하1층,313526,551710,,https://twitter.com/Card_Square_TCG?s=09,O
19245,미드라인성형외과의원,서울특별시 강남구 역삼동,"병원,의원>성형외과",,서울특별시 강남구 역삼동 824-20,서울특별시 강남구 테헤란로 120 7층,314506,544495,,http://www.cbkps.com/,O
19392,(주)필립섬유,서울특별시 종로구 종로5가,,,,,,,,,X
19426,하이 실리아,인천광역시 연수구,"미용>속눈썹증모,연장",,인천광역시 연수구 송도동 311,인천광역시 연수구 랜드마크로 68 랜드마크시티센트럴더샵 2층 252호 그늘네일,278289,535736,,,O
19470,이미지다빈치미술학원,대전광역시 유성구 전민동,,,,,,,,,X
19497,본프린팅,경기도 김포시 장기동,인쇄업>실사출력,,경기도 김포시 장기동 2008-1,경기도 김포시 태장로 765 금광테크노밸리 B131,283900,560545,,,O
19511,셰프 작업소,경기도 성남시 중원구 성남동,음식점>한식,,경기도 성남시 중원구 성남동 1404 센트럴푸르지오시티 상가102호,경기도 성남시 중원구 광명로 89 센트럴푸르지오시티 상가102호,323938,537331,,,O
19532,오향집,부산광역시 동래구 사직동,,,,,,,,,X
19557,(주)매드마르스,서울특별시 마포구 상수동,"쇼핑,유통>패션",,서울특별시 마포구 상수동 320-1,서울특별시 마포구 독막로 66,304813,550046,,http://www.madmars.co.kr,O
19727,별난동네슈퍼25,인천광역시 부평구 부평동,"쇼핑,유통>슈퍼,마트",,인천광역시 부평구 부평동 70-123,인천광역시 부평구 부흥로 248,286961,544816,,,O
19787,도기버스(DOGGY BUS),경기도 의정부시 의정부동,,,,,,,,,X
20042,살롱 드 꽃떼,경상남도 김해시 율하동,,,,,,,,,X
